"","prior_bioemi","prior_landemi","prior_bioemi_2nd","prior_landemi_2nd","post_bioemi","post_landemi","complementarity_bioemi","complementarity_landemi","treatment_group","treatment_positive_bioemi","treatment_positive_landemi","gap_to_true_value_bioemi","gap_to_true_value_landemi","treatment_positive_bioemi_and_landemi","confidence","coping_on_income","acceptance_alpinePV","acceptance_wind","acceptance_newnucs","acceptance_prolongnucs","trust_in_sci","left_right","gender_binary","education_numeric","urban_rural_numeric","urban_rural_binary","age","climate_salience","speeder","speeder_treatment_bioemi","speeder_treatment_landemi","attention_bioemi_yes","attention_landemi_yes","attention_check_yes"
"340",-2,3,1,-2,-1,2,2,-2,"control","negative_control","positive_control",1,-3,"mixed_control",6,"Yes",1,3,-2,-4,9,6,"male",4,3,"rural",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"341",0,0,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"No",0,0,0,0,0,0,NA,NA,4,"rural",1925,"Yes",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"342",-1,1,1,-1,1,-1,-1,-1,"control","negative_control","positive_control",1,-2,"mixed_control",4,"No",1,1,1,1,9,7,"female",2,4,"rural",1964,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"343",-4,4,0,2,-4,2,3,0,"control","positive_control","negative_control",0,1,"mixed_control",6,"Yes",-4,-4,2,4,8,8,"male",3,2,"urban",1959,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"344",1,1,1,1,1,1,1,1,"control","negative_control","negative_control",1,0,"negative_control",2,"Yes",3,-4,3,2,5,9,"female",2,3,"rural",1970,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"345",4,4,2,2,-4,-4,4,4,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",7,"No",4,4,-4,2,3,5,"male",3,4,"rural",1957,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"346",2,4,-2,-2,2,4,1,1,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",8,"Yes",4,4,-2,1,10,7,"male",4,2,"urban",1961,"Yes",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"347",4,4,-1,3,-1,1,-1,-3,"treatment","positive_treatment","negative_treatment",-1,2,"mixed_treatment",4,"Yes",-1,1,2,-1,7,7,"male",1,3,"rural",1967,"No",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"348",3,-1,2,2,1,1,-1,-1,"control","negative_control","negative_control",2,1,"negative_control",8,"No",4,1,-1,-4,1,3,"male",3,4,"rural",1986,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"349",-2,-2,-1,-1,-1,-1,1,1,"control","positive_control","positive_control",-1,-2,"positive_control",6,"Yes",1,1,3,1,9,4,"male",2,4,"rural",1967,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"350",2,1,-1,-2,1,2,1,-1,"treatment","positive_treatment","positive_treatment",-1,-3,"positive_treatment",6,"No",-1,2,4,4,10,7,"male",4,1,"urban",1993,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"351",1,2,0,0,-1,1,1,2,"control","positive_control","positive_control",0,-1,"positive_control",6,"No",1,1,0,0,7,4,"female",NA,4,"rural",1991,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"352",0,0,-1,-1,1,1,3,3,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",8,"No",2,2,-3,-4,9,6,"male",2,2,"urban",1989,"Yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"353",-4,-4,0,0,-4,-4,4,4,"control","positive_control","positive_control",0,-1,"positive_control",4,"Yes",-4,-4,4,4,8,6,"female",3,2,"urban",1973,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"354",0,0,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"No",3,3,3,0,1,NA,"male",2,3,"rural",1953,"Yes",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"355",2,2,2,2,2,2,2,2,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",6,"Yes",3,3,1,-1,10,NA,"female",2,4,"rural",1963,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"356",0,-2,-1,1,0,2,-1,-1,"control","positive_control","negative_control",-1,0,"mixed_control",7,"No",2,1,0,0,7,5,"male",3,1,"urban",1983,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"357",1,1,1,1,1,1,1,1,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",6,"Yes",1,1,1,1,5,NA,"female",3,4,"rural",1968,"Yes",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"358",-2,1,-1,-3,0,1,4,-1,"treatment","positive_treatment","positive_treatment",-1,-4,"positive_treatment",4,"Yes",1,1,0,-1,8,3,"female",4,2,"urban",2002,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"359",0,2,2,-1,0,-1,3,-1,"treatment","negative_treatment","positive_treatment",2,-2,"mixed_treatment",7,"No",2,1,4,1,9,3,"male",1,3,"rural",2006,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"360",0,2,0,-1,1,0,2,2,"control","positive_control","positive_control",0,-2,"positive_control",4,"Yes",2,3,-3,-4,8,3,"female",4,4,"rural",1972,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"361",0,3,-1,2,3,-2,1,2,"treatment","positive_treatment","negative_treatment",-1,1,"mixed_treatment",6,"No",1,1,1,0,9,6,"male",1,2,"urban",2007,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"362",0,0,-2,4,0,0,4,4,"control","positive_control","negative_control",-2,3,"mixed_control",6,"Yes",4,4,-2,-4,10,2,"female",4,1,"urban",1982,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"363",0,1,2,1,0,0,2,2,"treatment","negative_treatment","negative_treatment",2,0,"negative_treatment",5,"Yes",0,1,-1,-2,6,5,"female",3,4,"rural",1975,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"364",2,3,2,-2,1,2,3,1,"control","negative_control","positive_control",2,-3,"mixed_control",8,"Yes",4,4,1,-2,10,3,"male",4,1,"urban",1994,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"365",2,-2,-1,-1,2,-1,1,2,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",8,"Yes",0,4,1,0,8,6,"male",3,4,"rural",1986,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"366",-1,0,-1,-1,0,-1,2,0,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",6,"Yes",2,1,-2,-2,8,3,"male",4,1,"urban",1975,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"367",2,2,1,-1,1,2,2,1,"control","negative_control","positive_control",1,-2,"mixed_control",4,"Yes",2,2,-4,-4,9,3,"female",4,4,"rural",1985,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"368",2,-3,-2,-2,-1,-1,-2,-2,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",6,"Yes",2,3,2,1,4,5,"male",2,2,"urban",2001,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"369",-1,0,2,2,3,3,3,2,"control","negative_control","negative_control",2,1,"negative_control",8,"Yes",1,4,0,1,8,6,"male",4,2,"urban",1972,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"370",0,3,-1,-2,4,4,1,-1,"treatment","positive_treatment","positive_treatment",-1,-3,"positive_treatment",6,"Yes",2,-1,4,2,10,6,"female",3,2,"urban",1997,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"371",1,-1,-1,1,1,-1,1,1,"control","positive_control","negative_control",-1,0,"mixed_control",7,"No",1,1,-2,-4,8,3,"male",4,2,"urban",1972,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"372",-3,-2,-2,-2,-3,-2,-2,-2,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",8,"Yes",-2,0,4,4,9,7,"male",3,4,"rural",1989,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"373",-1,1,1,0,0,0,0,1,"control","negative_control","positive_control",1,-1,"mixed_control",5,"No",0,1,1,-2,9,2,"male",2,4,"rural",1960,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"374",0,0,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",8,"Yes",-3,0,-2,-4,7,4,"male",2,2,"urban",1958,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"375",0,0,3,3,0,0,4,4,"treatment","negative_treatment","negative_treatment",3,2,"negative_treatment",4,"Yes",3,3,3,3,9,7,"male",4,4,"rural",1957,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"376",-3,-3,-2,-2,-2,-2,-2,-2,"control","positive_control","positive_control",-2,-3,"positive_control",4,"No",1,-2,-4,-3,4,1,"female",3,4,"rural",1961,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"377",3,3,1,1,0,1,1,-1,"control","negative_control","negative_control",1,0,"negative_control",6,"No",3,3,2,-4,8,5,"male",2,2,"urban",1955,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"378",0,0,-3,-4,0,0,2,2,"control","positive_control","positive_control",-3,-5,"positive_control",8,"No",4,4,-4,-4,10,1,"female",4,1,"urban",1998,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"379",3,3,-1,1,-1,1,4,4,"control","positive_control","negative_control",-1,0,"mixed_control",6,"Yes",3,1,-2,-3,5,4,"male",4,3,"rural",1970,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"380",-1,-1,0,0,-1,2,NA,NA,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"Yes",2,-1,1,1,9,NA,"male",3,3,"rural",1982,"Yes",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"381",1,1,1,1,1,-1,0,NA,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",4,"No",1,2,1,2,1,NA,"male",2,4,"rural",1957,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"382",3,2,0,-1,0,0,1,-3,"control","positive_control","positive_control",0,-2,"positive_control",8,"No",1,1,0,0,5,5,"female",2,2,"urban",1990,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"383",3,-1,1,0,1,1,2,1,"treatment","negative_treatment","positive_treatment",1,-1,"mixed_treatment",5,"Yes",-1,1,3,2,8,6,"male",3,1,"urban",1966,"Yes",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"384",-2,-2,-2,-2,-2,-2,-2,-2,"control","positive_control","positive_control",-2,-3,"positive_control",6,"Yes",-1,-1,-2,-2,3,5,"female",2,4,"rural",1952,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"385",0,0,0,-3,0,0,0,0,"control","positive_control","positive_control",0,-4,"positive_control",8,"Yes",2,1,4,1,9,5,"male",3,4,"rural",1969,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"386",0,0,4,0,0,-3,3,3,"treatment","negative_treatment","positive_treatment",4,-1,"mixed_treatment",6,"No",-1,1,2,-1,8,6,"female",3,4,"rural",1971,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"387",-1,-1,-1,2,3,3,0,1,"treatment","positive_treatment","negative_treatment",-1,1,"mixed_treatment",4,"Yes",3,3,4,4,7,8,"male",3,3,"rural",1978,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"388",0,1,0,0,0,0,1,1,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",3,"Yes",0,0,0,0,5,8,"female",3,1,"urban",1950,"Yes",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"389",0,0,-1,-1,0,0,2,0,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",4,"Yes",1,1,-1,-4,8,2,"female",4,1,"urban",1963,"No",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"390",0,2,3,-3,3,1,3,0,"treatment","negative_treatment","positive_treatment",3,-4,"mixed_treatment",8,"Yes",2,2,-4,-4,5,2,"female",3,3,"rural",1961,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"391",3,3,3,1,3,3,2,3,"control","negative_control","negative_control",3,0,"negative_control",8,"Yes",-2,2,2,2,5,8,"male",3,4,"rural",1970,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"392",0,0,0,3,0,0,4,4,"control","positive_control","negative_control",0,2,"mixed_control",5,"No",-2,4,0,-4,9,3,"male",2,3,"rural",1956,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"393",0,0,2,-2,0,0,0,0,"treatment","negative_treatment","positive_treatment",2,-3,"mixed_treatment",6,"Yes",0,-2,0,-2,8,5,"female",3,4,"rural",1968,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"394",0,0,1,2,0,0,0,-1,"treatment","negative_treatment","negative_treatment",1,1,"negative_treatment",7,"Yes",0,1,1,-1,9,3,"male",3,4,"rural",1975,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"395",0,0,0,4,2,3,4,4,"control","positive_control","negative_control",0,3,"mixed_control",5,"Yes",3,-1,4,4,9,5,"male",4,3,"rural",1950,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"396",-2,-3,0,0,-2,-3,-2,-3,"control","positive_control","positive_control",0,-1,"positive_control",6,"Yes",4,-3,2,0,3,9,"male",4,3,"rural",1952,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"397",-4,-2,-2,-3,-1,-1,-2,3,"control","positive_control","positive_control",-2,-4,"positive_control",6,"No",1,-3,1,1,8,3,"male",2,4,"rural",1989,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"398",-1,0,-1,1,-1,1,-1,2,"control","positive_control","negative_control",-1,0,"mixed_control",7,"No",1,1,1,-2,6,NA,"female",2,4,"rural",1964,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"399",3,-3,2,1,-2,-1,0,0,"treatment","negative_treatment","negative_treatment",2,0,"negative_treatment",8,"No",1,-1,-1,-1,4,9,"female",2,4,"rural",1966,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"400",0,0,0,-3,0,0,3,0,"control","positive_control","positive_control",0,-4,"positive_control",6,"Yes",-3,-1,-4,-4,8,4,"female",3,4,"rural",1955,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"401",0,0,4,-1,0,4,2,3,"treatment","negative_treatment","positive_treatment",4,-2,"mixed_treatment",2,"No",2,3,-2,-1,8,5,"female",3,1,"urban",1993,"No",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"402",-4,-4,-4,-4,-4,-4,0,0,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",6,"Yes",-4,-4,4,0,9,5,"male",4,3,"rural",1963,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"403",-2,-2,-4,-4,0,0,3,3,"control","positive_control","positive_control",-4,-5,"positive_control",9,"Yes",1,1,0,-3,8,7,"male",4,1,"urban",1991,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"404",4,4,-3,-2,4,4,4,4,"treatment","positive_treatment","positive_treatment",-3,-3,"positive_treatment",4,"No",4,4,3,3,9,1,"male",2,1,"urban",2002,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"405",0,2,0,1,0,2,1,2,"treatment","positive_treatment","negative_treatment",0,0,"mixed_treatment",7,"Yes",-1,0,1,0,3,7,"male",2,2,"urban",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"406",2,2,0,0,0,0,2,3,"control","positive_control","positive_control",0,-1,"positive_control",4,"No",2,3,0,-4,5,5,"female",1,3,"rural",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"407",0,0,2,-2,0,0,3,3,"control","negative_control","positive_control",2,-3,"mixed_control",4,"Yes",2,1,-1,-3,5,3,"female",3,3,"rural",1968,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"408",0,0,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"Yes",-3,-3,-2,2,8,NA,"female",NA,1,"urban",NA,"Yes",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"409",1,-1,2,2,2,2,-1,-1,"control","negative_control","negative_control",2,1,"negative_control",8,"No",3,2,-3,-3,8,NA,"male",2,1,"urban",1967,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"410",-3,4,-1,1,-1,1,1,-1,"treatment","positive_treatment","negative_treatment",-1,0,"mixed_treatment",8,"No",4,4,4,2,1,9,"male",4,3,"rural",1994,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"411",0,0,3,0,0,0,2,2,"treatment","negative_treatment","positive_treatment",3,-1,"mixed_treatment",2,"Yes",2,1,4,0,9,NA,"male",3,3,"rural",1977,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"412",-3,3,-3,-3,-3,-3,NA,-2,"treatment","positive_treatment","positive_treatment",-3,-4,"positive_treatment",8,"Yes",3,1,3,4,6,6,"male",3,3,"rural",1967,"Yes",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"413",1,-1,0,0,2,1,1,0,"control","positive_control","positive_control",0,-1,"positive_control",6,"No",1,1,1,1,3,2,"female",2,2,"urban",1997,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"414",0,4,1,0,1,-1,0,0,"control","negative_control","positive_control",1,-1,"mixed_control",6,"Yes",4,4,2,1,7,5,"male",3,2,"urban",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"415",-1,2,-1,1,0,0,4,4,"treatment","positive_treatment","negative_treatment",-1,0,"mixed_treatment",6,"Yes",3,4,-3,1,9,5,"female",4,4,"rural",1963,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"416",0,2,0,1,-1,1,2,2,"control","positive_control","negative_control",0,0,"mixed_control",8,"Yes",-3,-2,1,1,8,7,"male",3,3,"rural",1955,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"417",0,0,0,0,-4,0,NA,NA,"control","positive_control","positive_control",0,-1,"positive_control",NA,"Yes",0,-4,4,4,0,7,"female",2,4,"rural",1955,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"418",4,-4,0,0,4,0,NA,NA,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"No",3,3,3,0,4,5,"female",2,2,"urban",1987,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"419",-4,-4,-2,-2,-4,-4,0,0,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",8,"No",-4,-4,4,4,9,7,"male",3,2,"urban",1958,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"420",4,4,4,4,4,4,4,4,"control","negative_control","negative_control",4,3,"negative_control",4,"No",3,2,-4,-4,10,8,"female",2,3,"rural",1972,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"421",-4,4,4,4,-2,-4,4,1,"treatment","negative_treatment","negative_treatment",4,3,"negative_treatment",8,"No",-4,-4,4,1,2,10,"female",2,4,"rural",1972,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"422",2,0,-1,1,3,2,3,1,"control","positive_control","negative_control",-1,0,"mixed_control",7,"Yes",2,4,-4,-4,9,2,"male",2,4,"rural",1958,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"423",-1,1,1,4,0,0,3,3,"control","negative_control","negative_control",1,3,"negative_control",4,"Yes",2,-4,4,4,0,5,"female",2,1,"urban",1956,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"424",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",7,"No",0,0,-3,-3,10,4,"female",4,2,"urban",1981,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"425",0,3,1,0,1,2,2,1,"control","negative_control","positive_control",1,-1,"mixed_control",6,"No",2,2,-4,-4,5,1,"female",3,2,"urban",1954,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"426",2,2,-2,-2,0,0,NA,NA,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",8,"Yes",2,0,-2,-2,6,3,"female",3,3,"rural",1964,"No",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"427",3,-2,3,-3,-2,2,2,-2,"control","negative_control","positive_control",3,-4,"mixed_control",5,"No",2,2,4,1,5,10,"female",4,2,"urban",1975,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"428",-1,-2,0,1,-1,-2,0,-2,"control","positive_control","negative_control",0,0,"mixed_control",5,"Yes",-3,-4,3,4,9,7,"male",2,3,"rural",2005,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"429",-3,-3,-3,-3,0,0,-3,-3,"treatment","positive_treatment","positive_treatment",-3,-4,"positive_treatment",4,"No",0,0,2,2,4,NA,"female",2,4,"rural",1969,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"430",-1,0,0,0,-1,-1,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",4,"Yes",3,3,3,1,5,8,"male",3,3,"rural",1958,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"431",0,-2,-1,-1,2,1,1,2,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",4,"Yes",3,4,4,4,9,6,"male",3,4,"rural",1969,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"432",1,3,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",3,"Yes",0,-4,0,0,9,5,"male",2,4,"rural",1963,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"433",-3,-4,-3,-3,-3,-1,-4,-3,"treatment","positive_treatment","positive_treatment",-3,-4,"positive_treatment",6,"Yes",3,-4,4,3,3,8,"female",2,4,"rural",1970,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"434",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",6,"No",0,0,0,0,7,5,"male",NA,4,"rural",1926,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"435",2,0,1,-1,1,-1,0,1,"treatment","negative_treatment","positive_treatment",1,-2,"mixed_treatment",4,"No",0,1,1,-1,3,3,"female",2,4,"rural",1979,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"436",-2,-2,-1,-1,-1,-1,-2,-2,"control","positive_control","positive_control",-1,-2,"positive_control",4,"Yes",1,-3,1,1,7,8,"male",4,3,"rural",1987,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"437",2,-4,2,4,2,3,2,0,"treatment","negative_treatment","negative_treatment",2,3,"negative_treatment",8,"No",2,2,4,4,10,6,"male",3,4,"rural",1980,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"438",1,2,-1,-1,0,3,3,0,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",4,"No",3,3,-1,-4,9,2,"female",4,2,"urban",1975,"No",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"439",4,4,4,4,-4,-4,4,4,"control","negative_control","negative_control",4,3,"negative_control",8,"No",2,-2,-4,-4,8,5,"female",3,3,"rural",1979,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"440",-1,1,1,1,1,-1,1,1,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",4,"No",1,-1,2,4,8,6,"female",4,1,"urban",1961,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"441",1,3,2,-2,1,2,-3,-1,"control","negative_control","positive_control",2,-3,"mixed_control",8,"Yes",-2,1,1,-3,8,4,"female",2,2,"urban",1996,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"442",2,1,4,-1,2,1,1,-1,"treatment","negative_treatment","positive_treatment",4,-2,"mixed_treatment",4,"Yes",2,3,2,-2,5,9,"male",3,4,"rural",1967,"Yes",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"443",3,4,-1,2,-1,3,0,3,"control","positive_control","negative_control",-1,1,"mixed_control",6,"No",0,1,4,3,7,5,"female",3,4,"rural",1968,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"444",0,0,-1,-1,1,2,0,0,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",4,"Yes",1,2,-2,-4,2,7,"female",4,3,"rural",1968,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"445",-1,1,1,1,1,-1,-2,1,"control","negative_control","negative_control",1,0,"negative_control",9,"Yes",1,-4,4,3,9,7,"male",4,3,"rural",1956,"Yes",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"446",4,1,3,3,2,1,0,0,"treatment","negative_treatment","negative_treatment",3,2,"negative_treatment",8,"Yes",3,1,1,-4,8,NA,"male",4,2,"urban",1970,"Yes",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"447",2,0,-2,-2,0,0,0,1,"control","positive_control","positive_control",-2,-3,"positive_control",4,"No",1,1,0,0,2,NA,"male",2,2,"urban",1957,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"448",2,-1,0,0,2,4,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"Yes",1,1,-2,-2,2,7,"female",2,3,"rural",1961,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"449",-1,0,-3,1,1,2,1,0,"treatment","positive_treatment","negative_treatment",-3,0,"mixed_treatment",8,"No",2,3,1,0,7,5,"female",2,3,"rural",1955,"No",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"450",4,4,4,3,3,3,3,3,"control","negative_control","negative_control",4,2,"negative_control",7,"Yes",-4,-4,-1,-2,0,6,"female",3,3,"rural",1997,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"451",3,-3,1,-1,-1,-1,2,1,"control","negative_control","positive_control",1,-2,"mixed_control",6,"Yes",-1,0,1,0,8,5,"male",3,3,"rural",1981,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"452",0,-1,2,2,1,1,-4,-4,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",4,"Yes",0,1,4,2,3,7,"female",3,1,"urban",1976,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"453",0,0,-1,1,-1,1,0,0,"control","positive_control","negative_control",-1,0,"mixed_control",2,"No",1,3,0,0,5,NA,NA,3,1,"urban",1969,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"454",0,4,0,3,0,3,3,0,"treatment","positive_treatment","negative_treatment",0,2,"mixed_treatment",7,"Yes",3,3,0,-4,10,3,"female",4,4,"rural",1956,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"455",-1,2,-1,-1,-1,-1,-1,1,"control","positive_control","positive_control",-1,-2,"positive_control",4,"Yes",1,-3,3,2,8,8,"male",2,3,"rural",1955,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
